chr	pos	strand
6	122980002	+
6	123296334	+
6	123374226	+
6	123450833	+
6	123501804	+
6	123588253	+
6	123647634	+
6	123767601	+
6	123853709	+
6	123853935	+
6	12432028	+
6	12432680	+
6	124408079	+
6	124424410	+
6	124428033	+
6	124527883	+
6	124618870	+
6	124937606	+
6	125162968	+
6	125421417	+
6	125610587	+
6	125643189	+
6	125643589	+
6	125692092	+
6	125692646	+
6	125708771	+
6	125708794	+
6	125708860	+
6	1257348	+
6	1257388	+
6	125918148	+
6	12622094	+
6	126423669	+
6	126623587	+
6	126720872	+
6	126728006	+
6	127050447	+
6	127159776	+
6	127282679	+
6	127304146	+
6	1279323	+
6	127939409	+
6	128249364	+
6	128274410	+
6	128935628	+
6	129045844	+
6	129123052	+
6	129325508	+
6	129325668	+
6	129737383	+
6	129828230	+
6	129895103	+
6	130062893	+
6	130107442	+
6	130107706	+
6	130614791	+
6	130848186	+
6	130920653	+
6	130934321	+
6	13094553	+
6	130959408	+
6	130959715	+
6	130990668	+
6	131028581	+
6	131057577	+
6	131086753	+
6	131113272	+
6	131175470	+
6	131231524	+
6	131273491	+
6	131296572	+
6	13135020	+
6	131884810	+
6	13191037	+
6	132320438	+
6	132369270	+
6	132385734	+
6	132526122	+
6	132615348	+
6	132873932	+
6	133028015	+
6	133097938	+
6	133160113	+
6	133341858	+
6	133463121	+
6	133484976	+
6	133536678	+
6	133731766	+
6	133733407	+
6	133843316	+
6	134261465	+
6	13447842	+
6	13459587	+
6	134819990	+
6	134820049	+
6	13503033	+
6	13503253	+
6	13521251	+
6	135235663	+
6	135309587	+
6	135598492	+
6	136114211	+
6	136352984	+
6	136367043	+
6	136712674	+
6	136712992	+
6	136826322	+
6	136931683	+
6	137172190	+
6	13718473	+
6	137225026	+
6	137254199	+
6	137382547	+
6	137820859	+
6	138108182	+
6	138168134	+
6	138949298	+
6	138973884	+
6	138992601	+
6	139195365	+
6	139294727	+
6	139323905	+
6	139327420	+
6	139707892	+
6	140268717	+
6	140269424	+
6	140318268	+
6	140401920	+
6	140417829	+
6	141134057	+
6	141313859	+
6	141414896	+
6	141770886	+
6	141960019	+
6	142202807	+
6	142291365	+
6	142450022	+
6	143691044	+
6	143951370	+
6	144011365	+
6	144182956	+
6	144403651	+
6	144410986	+
6	144596713	+
6	145015394	+
6	145042974	+
6	14523738	+
6	145500912	+
6	145614314	+
6	14592097	+
6	146301931	+
6	14647989	+
6	146785490	+
6	147042697	+
6	148121496	+
6	148163607	+
6	148195810	+
6	148195896	+
6	148500769	+
6	148505990	+
6	148534732	+
6	148639749	+
6	148639790	+
6	148802161	+
6	148836394	+
6	148974339	+
6	148991038	+
6	149145435	+
6	149145865	+
6	149477052	+
6	149930939	+
6	149934356	+
6	149968595	+
6	150097400	+
6	150302662	+
6	150302923	+
6	150707517	+
6	150891960	+
6	150910712	+
6	150910860	+
6	151027595	+
6	151071212	+
6	151253140	+
6	15130929	+
6	151315217	+
6	151642661	+
6	151675481	+
6	151888401	+
6	151932715	+
6	152054014	+
6	152169820	+
6	152204270	+
6	15242753	+
6	152497532	+
6	152762192	+
6	152855600	+
6	153030014	+
6	153166099	+
6	153289237	+
6	153324033	+
6	153429851	+
6	153633377	+
6	153859171	+
6	154043924	+
6	154215663	+
6	154254151	+
6	154343571	+
6	154503673	+
6	154584580	+
6	154595254	+
6	154686805	+
6	154707199	+
6	154796609	+
6	154840650	+
6	155051653	+
6	155194234	+
6	15520871	+
6	155236934	+
6	155277475	+
6	15537479	+
6	155438248	+
6	155463374	+
6	155536272	+
6	155647048	+
6	155667625	+
6	155916010	+
6	155950297	+
6	156318102	+
6	156361269	+
6	156362482	+
6	156541106	+
6	156646158	+
6	15725098	+
6	157280924	+
6	157397687	+
6	157400162	+
6	157764182	+
6	157968349	+
6	157968537	+
6	157968734	+
6	158091666	+
6	158098718	+
6	15813710	+
6	158523538	+
6	158638847	+
6	158654897	+
6	158793264	+
6	158848555	+
6	158912499	+
6	158992417	+
6	159166294	+
6	159204425	+
6	159352765	+
6	159685726	+
6	159947375	+
6	159968217	+
6	159968306	+
6	160484018	+
6	160521805	+
6	160829673	+
6	160830105	+
6	160840989	+
6	160928392	+
6	1609667	+
6	161206728	+
6	161206950	+
6	161270901	+
6	161597807	+
6	161684137	+
6	161697183	+
6	161776406	+
6	161925447	+
6	162060530	+
6	162060536	+
6	162181343	+
6	162289303	+
6	162372021	+
6	162404926	+
6	162405071	+
6	162731404	+
6	162857732	+
6	162882237	+
6	162882525	+
6	163013855	+
6	163113050	+
6	16314546	+
6	163190373	+
6	163467394	+
6	163522772	+
6	163597691	+
6	163653499	+
6	163742405	+
6	163814223	+
6	164161919	+
6	16417685	+
6	16440893	+
6	164437002	+
6	164561363	+
6	164815640	+
6	165186923	+
6	165321348	+
6	165439464	+
6	165719950	+
6	165723296	+
6	16607105	+
6	166279901	+
6	167124805	+
6	167145647	+
6	1674200	+
6	16862378	+
6	168988818	+
6	169024313	+
6	169125620	+
6	16950903	+
6	169535718	+
6	169554685	+
6	169786218	+
6	170037200	+
6	170063378	+
6	170500761	+
6	17094308	+
6	17249958	+
6	17304534	+
6	17414296	+
6	17416391	+
6	17435874	+
6	17580368	+
6	17614572	+
6	17650891	+
6	17796840	+
6	17875181	+
6	18227737	+
6	18327822	+
6	18335156	+
6	18346393	+
6	18470156	+
6	18622821	+
6	18626774	+
6	18899163	+
6	18899459	+
6	18910678	+
6	18910885	+
6	19137103	+
6	19258216	+
6	19346445	+
6	19423614	+
6	1956652	+
6	19662132	+
6	19703088	+
6	19771089	+
6	19771234	+
6	19793125	+
6	19953006	+
6	20081919	+
6	20169127	+
6	20208683	+
6	20282256	+
6	2052378	+
6	20887913	+
6	21164339	+
6	21283494	+
6	21353680	+
6	2135786	+
6	21543843	+
6	21597172	+
6	21687023	+
6	2180154	+
6	22037506	+
6	22146868	+
6	22416225	+
6	22459951	+
6	22582909	+
6	22582914	+
6	22670019	+
6	22795736	+
6	23225733	+
6	23226020	+
6	23758993	+
6	23845056	+
6	2384510	+
6	23943393	+
6	23949839	+
6	23978352	+
6	24169824	+
6	2417634	+
6	2418033	+
6	24188593	+
6	24190579	+
6	24339283	+
6	24649347	+
6	24683995	+
6	24684946	+
6	24692401	+
6	24811887	+
6	24811968	+
6	24817934	+
6	25124813	+
6	25380232	+
6	25408481	+
6	26187947	+
6	26272952	+
6	26962173	+
6	27014770	+
6	27165893	+
6	27238924	+
6	27240352	+
6	27510463	+
6	27632215	+
6	27701643	+
6	27702076	+
6	2774010	+
6	27885527	+
6	27955629	+
6	27956037	+
6	27996740	+
6	2801566	+
6	2801814	+
6	28114949	+
6	28160227	+
6	28335880	+
6	2920164	+
6	29650566	+
6	2972605	+
6	31284568	+
6	31633873	+
6	31782482	+
6	32358915	+
6	32378247	+
6	32378625	+
6	32378767	+
6	32457277	+
6	32509095	+
6	32589570	+
6	32613444	+
6	32617744	+
6	32638838	+
6	32676482	+
6	32676740	+
6	32677032	+
6	32946743	+
6	33285568	+
6	33292320	+
6	33292704	+
6	33574005	+
6	33728785	+
6	33795287	+
6	33857856	+
6	34341118	+
6	34405328	+
6	34667474	+
6	34881984	+
6	34886957	+
6	35326085	+
6	35404853	+
6	35549194	+
6	35578872	+
6	35640578	+
6	35682104	+
6	35729339	+
6	35794779	+
6	35807251	+
6	35962762	+
6	36021776	+
6	36172628	+
6	36276794	+
6	36397046	+
6	36441834	+
6	36498040	+
6	36554514	+
6	36617798	+
6	36739458	+
6	36913750	+
6	36968547	+
6	37097483	+
6	37210906	+
6	37383329	+
6	37848735	+
6	37876274	+
6	38190031	+
6	38332883	+
6	38495584	+
6	38498487	+
6	38786333	+
6	38842072	+
6	38848030	+
6	39219886	+
6	39306255	+
6	39350740	+
6	39645257	+
6	39645355	+
6	39646103	+
6	40046901	+
6	40170287	+
6	40731422	+
6	40926824	+
6	41552474	+
6	41835330	+
6	41919318	+
6	41927417	+
6	41953358	+
6	42000757	+
6	42005922	+
6	42034633	+
6	42173337	+
6	42482301	+
6	42529089	+
6	42569614	+
6	42569774	+
6	42670320	+
6	42793961	+
6	42794758	+
6	42887522	+
6	42887787	+
6	43519967	+
6	43669010	+
6	43895481	+
6	44114191	+
6	44455141	+
6	44757457	+
6	44798624	+
6	44838349	+
6	45260471	+
6	45325829	+
6	45852704	+
6	45924322	+
6	45934159	+
6	4594227	+
6	46179966	+
6	46287148	+
6	46310323	+
6	46692639	+
6	47026271	+
6	47092642	+
6	47121280	+
6	47183045	+
6	47312780	+
6	47323862	+
6	47708262	+
6	47782832	+
6	48145492	+
6	48414771	+
6	48417710	+
6	48686816	+
6	48815087	+
6	48868553	+
6	49247488	+
6	49454889	+
6	49561921	+
6	49692731	+
6	50284922	+
6	5034986	+
6	50611548	+
6	50611689	+
6	51005031	+
6	5106185	+
6	51460477	+
6	51460483	+
6	51513262	+
6	51614263	+
6	51631419	+
6	51745532	+
6	51929667	+
6	52352397	+
6	52537120	+
6	52672613	+
6	52691457	+
6	52712714	+
6	52727601	+
6	52805033	+
6	52805341	+
6	52834075	+
6	53105702	+
6	53167469	+
6	53285027	+
6	5348764	+
6	53609688	+
6	53648751	+
6	54702936	+
6	54703024	+
6	54714544	+
6	54772404	+
6	5488874	+
6	54928346	+
6	54969630	+
6	55007924	+
6	5518696	+
6	5525482	+
6	55512619	+
6	5558284	+
6	55594931	+
6	55894499	+
6	565081	+
6	56525791	+
6	56667116	+
6	56729301	+
6	56758359	+
6	56928081	+
6	5718166	+
6	57267476	+
6	57287839	+
6	57309681	+
6	57331690	+
6	57331884	+
6	57392160	+
6	57403540	+
6	57434129	+
6	57442465	+
6	57444968	+
6	57465231	+
6	57480554	+
6	57481667	+
6	57486637	+
6	57487057	+
6	57494175	+
6	57534884	+
6	57546432	+
6	57548916	+
6	57549900	+
6	57551573	+
6	57551662	+
6	57591059	+
6	57673927	+
6	58065297	+
6	58146661	+
6	58246849	+
6	58350494	+
6	58386705	+
6	58436769	+
6	58481772	+
6	58517062	+
6	58535923	+
6	58546733	+
6	58622078	+
6	58777640	+
6	5906007	+
6	6034768	+
6	6068852	+
6	615738	+
6	61896509	+
6	61899342	+
6	61902641	+
6	61942547	+
6	6195959	+
6	62013350	+
6	62013354	+
6	62029865	+
6	62482852	+
6	62612785	+
6	62824698	+
6	62832623	+
6	63015346	+
6	63125978	+
6	63147804	+
6	63368190	+
6	63415730	+
6	63531608	+
6	63540952	+
6	63762251	+
6	63936841	+
6	64468592	+
6	64582374	+
6	64611646	+
6	64800123	+
6	64836233	+
6	65005128	+
6	65105560	+
6	65107828	+
6	65145528	+
6	65159785	+
6	65412789	+
6	65476953	+
6	6597230	+
6	65986598	+
6	66163974	+
6	66259838	+
6	66260284	+
6	66262030	+
6	66404687	+
6	66570431	+
6	66787503	+
6	66787636	+
6	66816123	+
6	67313653	+
6	67314007	+
6	67386643	+
6	6742700	+
6	6742705	+
6	67657916	+
6	67657921	+
6	67658156	+
6	67717526	+
6	67771886	+
6	67782165	+
6	67782345	+
6	6778632	+
6	6797915	+
6	68112741	+
6	68132365	+
6	68311303	+
6	68314059	+
6	68319114	+
6	68502436	+
6	68617146	+
6	68730446	+
6	68996137	+
6	69015860	+
6	69143043	+
6	69198748	+
6	69538850	+
6	69543458	+
6	69543929	+
6	69642775	+
6	69703564	+
6	69759500	+
6	70190687	+
6	70327740	+
6	7052835	+
6	70726239	+
6	70958883	+
6	70973083	+
6	70974768	+
6	71729312	+
6	71738685	+
6	71878355	+
6	71980803	+
6	72038751	+
6	72039030	+
6	72254377	+
6	72429387	+
6	72580488	+
6	72799499	+
6	72839664	+
6	72863851	+
6	73073149	+
6	73089780	+
6	736237	+
6	73698293	+
6	73698372	+
6	73704409	+
6	73716076	+
6	73716500	+
6	73995328	+
6	73999090	+
6	74003444	+
6	74216422	+
6	74232260	+
6	74232359	+
6	74273435	+
6	74273516	+
6	74273583	+
6	74293756	+
6	74295010	+
6	74341740	+
6	74486759	+
6	74504846	+
6	74527793	+
6	74627890	+
6	74635840	+
6	74649917	+
6	74758676	+
6	74771806	+
6	74831348	+
6	74865475	+
6	74896638	+
6	74932718	+
6	74935508	+
6	74961140	+
6	75161112	+
6	75338228	+
6	75339292	+
6	75412032	+
6	75431413	+
6	75734301	+
6	75787659	+
6	75958103	+
6	76016557	+
6	76115372	+
6	76149845	+
6	76307143	+
6	76637527	+
6	76703521	+
6	76815311	+
6	76868190	+
6	76980205	+
6	77046781	+
6	7713059	+
6	7721069	+
6	77357784	+
6	77379896	+
6	77403907	+
6	77548614	+
6	7755594	+
6	77655323	+
6	77792474	+
6	77798385	+
6	77980632	+
6	77999474	+
6	78069221	+
6	78255019	+
6	78364257	+
6	78416761	+
6	78445820	+
6	78515556	+
6	78515560	+
6	78649471	+
6	78649703	+
6	78749394	+
6	78775216	+
6	78843178	+
6	78889134	+
6	79521087	+
6	79542135	+
6	79625892	+
6	79662144	+
6	79723793	+
6	79731130	+
6	80073241	+
6	80075730	+
6	80084904	+
6	80398950	+
6	80407189	+
6	80459410	+
6	80476687	+
6	8110935	+
6	81141722	+
6	81267019	+
6	81293577	+
6	81381054	+
6	81567987	+
6	81758356	+
6	81892643	+
6	82056278	+
6	82111123	+
6	82114217	+
6	82147774	+
6	82297430	+
6	82349290	+
6	82655873	+
6	82707173	+
6	82844359	+
6	82969413	+
6	83429615	+
6	83501725	+
6	83678090	+
6	83745291	+
6	84049666	+
6	84049961	+
6	84065645	+
6	84345946	+
6	85144665	+
6	85298096	+
6	85324131	+
6	85751059	+
6	8583657	+
6	85847059	+
6	85929801	+
6	85947727	+
6	86085334	+
6	8611067	+
6	86643125	+
6	86708750	+
6	87158136	+
6	87328720	+
6	87354922	+
6	87678634	+
6	87702112	+
6	87733817	+
6	88217548	+
6	88500117	+
6	88554026	+
6	88698071	+
6	89122014	+
6	89236632	+
6	89424166	+
6	89527198	+
6	89566876	+
6	89923634	+
6	89923956	+
6	901186	+
6	90318088	+
6	90582109	+
6	9066844	+
6	90746767	+
6	90839145	+
6	90952996	+
6	91125866	+
6	91275167	+
6	91669509	+
6	91711236	+
6	91767646	+
6	91869420	+
6	91880534	+
6	92133830	+
6	92621829	+
6	93030147	+
6	93032751	+
6	93156760	+
6	93390224	+
6	93527100	+
6	93576141	+
6	93595484	+
6	93627286	+
6	93667315	+
6	93853188	+
6	94023141	+
6	94032436	+
6	94176878	+
6	94263979	+
6	94575488	+
6	94907790	+
6	94930776	+
6	95052101	+
6	95166989	+
6	95368366	+
6	95447564	+
6	96009413	+
6	96062906	+
6	96115723	+
6	96509174	+
6	96945606	+
6	96976120	+
6	9702242	+
6	97239035	+
6	97242239	+
6	97487403	+
6	97487608	+
6	97541560	+
6	97637089	+
6	97686753	+
6	97818867	+
6	97844524	+
6	97882502	+
6	98028652	+
6	98063352	+
6	98096209	+
6	98251334	+
6	983435	+
6	98402356	+
6	98605422	+
6	98632667	+
6	98652129	+
6	98817572	+
6	99122564	+
6	99191778	+
6	99316271	+
6	99471366	+
6	99599234	+
6	99647631	+
6	9988917	+
6	99988745	+
7	100098211	+
7	10014463	+
7	100162158	+
7	100552198	+
7	100553516	+
7	100554086	+
7	100556043	+
7	100716675	+
7	100731	+
7	100787627	+
7	100813127	+
7	100963905	+
7	101000391	+
7	10128559	+
7	101360025	+
7	101871236	+
7	101902971	+
7	101903668	+
7	101955376	+
7	101955674	+
7	102145134	+
7	102244294	+
7	102527088	+
7	102573008	+
7	10265039	+
7	102895751	+
7	103370837	+
7	103405525	+
7	103430414	+
7	10370340	+
7	103856446	+
7	103889022	+
7	103889065	+
7	104097565	+
7	104319003	+
7	104334948	+
7	104371769	+
7	104412115	+
7	104480971	+
7	104590239	+
7	104870274	+
7	104895581	+
7	10500040	+
7	105115690	+
7	105144584	+
7	105365262	+
7	105381232	+
7	105459573	+
7	10547944	+
7	105564464	+
7	10557985	+
7	105621136	+
7	105682316	+
7	105741889	+
7	105742175	+
7	105967954	+
7	106096052	+
7	106375906	+
7	106398050	+
7	106489403	+
7	106628697	+
7	106893978	+
7	106947563	+
7	106993071	+
7	107286067	+
7	107370429	+
7	107370548	+
7	107410672	+
7	107671729	+
7	107818172	+
7	107829252	+
7	107829400	+
7	107908035	+
7	108079258	+
7	108325671	+
7	108325982	+
7	108417617	+
7	108551217	+
7	10855697	+
7	108576125	+
7	108657092	+
7	108704718	+
7	10872105	+
7	108738394	+
7	108738746	+
7	108826527	+
7	109283345	+
7	109297152	+
7	109387704	+
7	109436689	+
7	10947335	+
7	109478929	+
7	109548674	+
7	109555065	+
7	109555312	+
7	109584512	+
7	109627731	+
7	109643230	+
7	110197250	+
7	110347105	+
7	110484747	+
7	110883388	+
7	110883631	+
7	110908500	+
7	11115264	+
7	111157182	+
7	111232871	+
7	111232935	+
7	111493767	+
7	111609241	+
7	111869682	+
7	111878851	+
7	112789602	+
7	112903606	+
7	113139378	+
7	113215243	+
7	113237945	+
7	113302624	+
7	113416202	+
7	113679006	+
7	114085363	+
7	114360192	+
7	114535779	+
7	114632281	+
7	11465647	+
7	114956594	+
7	11549320	+
7	115583567	+
7	11561122	+
7	115865231	+
7	116055177	+
7	116183716	+
7	1164471	+
7	116483192	+
7	116483647	+
7	116761949	+
7	116809172	+
7	116842017	+
7	117141815	+
7	117166212	+
7	117169523	+
7	117169735	+
7	117192799	+
7	117363253	+
7	117472936	+
7	117564700	+
7	118083308	+
7	118146214	+
7	118165568	+
7	118187410	+
7	118343816	+
7	118781531	+
7	11879207	+
7	119008616	+
7	119259814	+
7	119296823	+
7	119363030	+
7	119446560	+
7	119558041	+
7	119573216	+
7	119573262	+
7	119664232	+
7	119674336	+
7	119731070	+
7	11982452	+
7	120035112	+
7	120066710	+
7	120103455	+
7	12018346	+
7	12024244	+
7	120291393	+
7	120538079	+
7	120623451	+
7	120770776	+
7	120806409	+
7	121363007	+
7	121911694	+
7	122109847	+
7	122124564	+
7	122357191	+
7	122439130	+
7	122752055	+
7	12282029	+
7	122898019	+
7	122968913	+
7	12318513	+
7	123237151	+
7	123636811	+
7	12377013	+
7	123781068	+
7	123781351	+
7	123985698	+
7	124091684	+
7	124171914	+
7	124261736	+
7	124451323	+
7	124472006	+
7	124593012	+
7	124662617	+
7	124879111	+
7	125072289	+
7	125114568	+
7	125281409	+
7	125291681	+
7	125342351	+
7	125520015	+
7	125548240	+
7	125861737	+
7	125873885	+
7	125922881	+
7	12621844	+
7	126582159	+
7	126661398	+
7	126795085	+
7	126815332	+
7	126853337	+
7	126870212	+
7	126870221	+
7	126904435	+
7	127208347	+
7	12725157	+
7	127429667	+
7	127603391	+
7	127617133	+
7	127644159	+
7	127766729	+
7	127929326	+
7	127930644	+
7	127930849	+
7	128150835	+
7	128193057	+
7	128209156	+
7	128215391	+
7	128529256	+
7	128667626	+
7	128970636	+
7	128971532	+
7	129066569	+
7	129157170	+
7	129227639	+
7	129282605	+
7	129507534	+
7	129507928	+
7	129508790	+
7	12951533	+
7	129527520	+
7	130121216	+
7	130121490	+
7	130386853	+
7	130459431	+
7	130497421	+
7	130577027	+
7	130577224	+
7	130579263	+
7	130696548	+
7	130867418	+
7	131366252	+
7	131524321	+
7	131758346	+
7	131851118	+
7	132306006	+
7	1323267	+
7	13250259	+
7	132836177	+
7	133075517	+
7	133149560	+
7	133282326	+
7	133581590	+
7	133785001	+
7	133792364	+
7	134013840	+
7	134068985	+
7	134350351	+
7	134424649	+
7	134549095	+
7	134844920	+
7	135015346	+
7	135189211	+
7	135376194	+
7	135579295	+
7	136067476	+
7	136178802	+
7	136183294	+
7	136183322	+
7	13620657	+
7	13628601	+
7	136369714	+
7	13649215	+
7	136565254	+
7	136684467	+
7	137060930	+
7	137060936	+
7	137171655	+
7	137225504	+
7	137225508	+
7	137251702	+
7	137405126	+
7	137455284	+
7	137482891	+
7	137510377	+
7	13786296	+
7	13786297	+
7	137915460	+
7	137960319	+
7	138297106	+
7	138420611	+
7	138504453	+
7	138509497	+
7	138563513	+
7	138786244	+
7	138880971	+
7	139013170	+
7	139109602	+
7	1393143	+
7	139351493	+
7	139492706	+
7	139684194	+
7	13981513	+
7	139854701	+
7	139933405	+
7	139933777	+
7	139966137	+
7	140039683	+
7	140189206	+
7	140195347	+
7	140203013	+
7	140336956	+
7	140761856	+
7	140928826	+
7	140942157	+
7	141013584	+
7	141314396	+
7	141476263	+
7	141480786	+
7	141491725	+
7	141581613	+
7	141582005	+
7	141620490	+
7	141711265	+
7	141748313	+
7	14204234	+
7	142344229	+
7	142591161	+
7	142617879	+
7	142793925	+
7	142818719	+
7	142818938	+
7	143023364	+
7	143139341	+
7	14327970	+
7	143635166	+
7	144196664	+
7	144260810	+
7	144382837	+
7	144614061	+
7	144908734	+
7	145005709	+
7	14504883	+
7	145063347	+
7	145063485	+
7	145115410	+
7	145153207	+
7	145170025	+
7	145322566	+
7	14542148	+
7	145710549	+
7	146071002	+
7	146097644	+
7	14630085	+
7	146513183	+
7	146795524	+
7	147235259	+
7	147343533	+
7	147486171	+
7	147539692	+
7	147585783	+
7	147704396	+
7	147892730	+
7	148100169	+
7	148126844	+
7	148633320	+
7	148838549	+
7	148852812	+
7	149765883	+
7	149909484	+
7	150203389	+
7	150254828	+
7	150378703	+
7	150380699	+
7	150566309	+
7	150582262	+
7	150795825	+
7	151012104	+
7	151058011	+
7	151192987	+
7	151230190	+
7	151245005	+
7	151643437	+
7	151977624	+
7	152098199	+
7	152099707	+
7	152104019	+
7	152111304	+
7	152113744	+
7	152163703	+
7	152220497	+
7	152259519	+
7	152267098	+
7	152319167	+
7	152388515	+
7	152574757	+
7	152975453	+
7	153000086	+
7	153058636	+
7	153509394	+
7	153966043	+
7	154155033	+
7	154190298	+
7	15429049	+
7	154382272	+
7	154508461	+
7	154671314	+
7	154719784	+
7	154858213	+
7	155158659	+
7	155234645	+
7	155509026	+
7	15553737	+
7	15567392	+
7	155862528	+
7	155948303	+
7	156001358	+
7	156104719	+
7	156282969	+
7	156282979	+
7	156448487	+
7	156658760	+
7	1567505	+
7	156769255	+
7	157117644	+
7	157153728	+
7	157335147	+
7	157350786	+
7	15743711	+
7	157448780	+
7	157803620	+
7	157944350	+
7	157944405	+
7	158451671	+
7	158476313	+
7	158603697	+
7	158720970	+
7	15898750	+
7	16427192	+
7	16429539	+
7	16592389	+
7	16661318	+
7	16936301	+
7	16936627	+
7	16962372	+
7	17094703	+
7	17233429	+
7	17377245	+
7	17588043	+
7	1765006	+
7	17672098	+
7	17700925	+
7	18017391	+
7	18140413	+
7	18273080	+
7	18322596	+
7	18997861	+
7	19225851	+
7	19518325	+
7	19992654	+
7	20170330	+
7	20170522	+
7	20762551	+
7	21319590	+
7	21739142	+
7	21927847	+
7	22416950	+
7	22502626	+
7	22684527	+
7	22783334	+
7	22799812	+
7	22853485	+
7	22881323	+
7	22925947	+
7	23242288	+
7	23542362	+
7	23543110	+
7	23665677	+
7	2367770	+
7	23678303	+
7	23848793	+
7	2398683	+
7	24040924	+
7	2407476	+
7	24120439	+
7	24176596	+
7	2426235	+
7	24277751	+
7	24296696	+
7	24412238	+
7	24448707	+
7	24476619	+
7	2461124	+
7	2463997	+
7	2503256	+
7	25081151	+
7	25081407	+
7	25555661	+
7	2573183	+
7	25959248	+
7	25977364	+
7	25996902	+
7	2600695	+
7	26158436	+
7	26208047	+
7	26351482	+
7	26794934	+
7	27123274	+
7	27307051	+
7	27386668	+
7	27488503	+
7	27497411	+
7	27738081	+
7	27804642	+
7	28009674	+
7	28599268	+
7	28783465	+
7	29124125	+
7	29168365	+
7	29262107	+
7	29385760	+
7	29482567	+
7	29831201	+
7	30041135	+
7	30484863	+
7	30485157	+
7	30814184	+
7	30822314	+
7	3090710	+
7	3100942	+
7	31523407	+
7	31523869	+
7	31600124	+
7	32305604	+
7	32307066	+
7	32390223	+
7	32512144	+
7	3264466	+
7	32831234	+
7	32923948	+
7	33183488	+
7	33195323	+
7	33234075	+
7	33414083	+
7	33471450	+
7	33526776	+
7	33561353	+
7	33679699	+
7	34319983	+
7	34440719	+
7	3506523	+
7	35164983	+
7	35843334	+
7	35944106	+
7	36164930	+
7	36237903	+
7	36252158	+
7	36311445	+
7	36434248	+
7	36697896	+
7	36752493	+
7	36846918	+
7	37075941	+
7	37426504	+
7	3768571	+
7	37836644	+
7	37996834	+
7	38099305	+
7	38116194	+
7	38209206	+
7	38263739	+
7	38344845	+
7	38360104	+
7	38617291	+
7	38759707	+
7	3891234	+
7	38975502	+
7	39171137	+
7	39338434	+
7	39383702	+
7	39749701	+
7	39852162	+
7	40085368	+
7	40609788	+
7	40613004	+
7	40664840	+
7	40886715	+
7	40933664	+
7	41068470	+
7	41310796	+
7	41435715	+
7	41606120	+
7	42171845	+
7	42173071	+
7	42529738	+
7	42529865	+
7	42647652	+
7	43007898	+
7	43055305	+
7	43074963	+
7	43212933	+
7	43227167	+
7	43240271	+
7	43256709	+
7	43380948	+
7	44396154	+
7	45329401	+
7	45485689	+
7	45531876	+
7	45733703	+
7	46102170	+
7	46233757	+
7	46283008	+
7	46350341	+
7	46350355	+
7	46366889	+
7	46501502	+
7	46504528	+
7	46865207	+
7	47038269	+
7	47551083	+
7	47654958	+
7	47670414	+
7	47692033	+
7	47803935	+
7	47832650	+
7	47864830	+
7	48041801	+
7	48199237	+
7	48450924	+
7	48521179	+
7	48704917	+
7	48776938	+
7	48776941	+
7	49057616	+
7	49143679	+
7	49191619	+
7	49219272	+
7	49706205	+
7	49719934	+
7	49851001	+
7	50227811	+
7	50473281	+
7	50638650	+
7	50781707	+
7	50990149	+
7	51013945	+
7	51276300	+
7	51546156	+
7	51551205	+
7	51585755	+
7	51594306	+
7	51637170	+
7	51978868	+
7	52155320	+
7	52175524	+
7	52221980	+
7	52234517	+
7	52397093	+
7	52399571	+
7	52403916	+
7	52632162	+
7	52789534	+
7	52789753	+
7	52808308	+
7	52992328	+
7	5299421	+
7	53227122	+
7	53241692	+
7	53311756	+
7	53358290	+
7	53381708	+
7	53447990	+
7	53652453	+
7	537456	+
7	53899769	+
7	54035702	+
7	54206010	+
7	54210132	+
7	54372821	+
7	54645085	+
7	54777696	+
7	55041788	+
7	55263879	+
7	55278177	+
7	55369225	+
7	55383721	+
7	55409860	+
7	5551701	+
7	55533787	+
7	55690225	+
7	55704741	+
7	55830362	+
7	55830737	+
7	55851352	+
7	55941167	+
7	56244911	+
7	56278851	+
7	56304861	+
7	56305338	+
7	56305348	+
7	56468112	+
7	56543635	+
7	56639274	+
7	56835085	+
7	57346963	+
7	57477890	+
7	57551506	+
7	57555042	+
7	57556083	+
7	57588139	+
7	57725695	+
7	57728107	+
7	57728181	+
7	57734445	+
7	57740319	+
7	57761281	+
7	57768897	+
7	57813023	+
7	5787397	+
7	57921676	+
7	57921696	+
7	57942662	+
7	57946937	+
7	57953378	+
7	57958552	+
7	57962850	+
7	57984347	+
7	57988541	+
7	58011350	+
7	58019697	+
7	58026725	+
7	58050001	+
7	58052899	+
7	6093285	+
7	61079049	+
7	61079426	+
7	61083586	+
7	61090051	+
7	61090675	+
7	61264511	+
7	61265554	+
7	61290728	+
7	61525511	+
7	61525738	+
7	61528705	+
7	61551722	+
7	61778314	+
7	61778407	+
7	61823916	+
7	61826838	+
7	61845694	+
7	61968179	+
7	61968759	+
7	61969879	+
7	61970536	+
7	61975096	+
7	61980479	+
7	62046556	+
7	62147819	+
7	62178856	+
7	62369722	+
7	62492938	+
7	62609257	+
7	62648964	+
7	6305575	+
7	6314056	+
7	63178493	+
7	63277115	+
7	63471449	+
7	6353598	+
7	63657864	+
7	63664727	+
7	63749892	+
7	63880188	+
7	64086052	+
7	64086332	+
7	64289937	+
7	64348010	+
7	64373224	+
7	64403823	+
7	64496946	+
7	64636967	+
7	64819455	+
