chr	tss	strand	gene
20	54208087	+	PFDN4
20	54475593	+	DOK5
20	56005519	-	CBLN4
20	56248732	+	MC3R
20	56358974	+	FAM210B
20	56392337	-	AURKA
20	56392371	+	CSTF1
20	56412112	+	CASS4
20	56468585	+	RTF2
20	56525925	-	GCNT7
20	56517187	+	FAM209A
20	56533246	+	FAM209B
20	56629306	+	TFAP2C
20	57266641	-	BMP7
20	57329803	+	SPO11
20	57351223	+	RAE1
20	57359498	-	MTRNR2L3
20	57391396	+	RBM38
20	57525652	-	CTCFL
20	57561080	+	PCK1
20	57620576	-	ZBP1
20	57711536	-	PMEPA1
20	58150902	+	C20orf85
20	58228653	-	ANKRD60
20	58309715	+	RAB22A
20	58389229	+	VAPB
20	58515399	-	APCDD1L
20	58651253	+	STX16
20	58651434	+	STX16-NPEPL1
20	58689131	+	NPEPL1
20	58839718	+	GNAS
20	58981208	+	NELFCD
20	59007254	-	CTSZ
20	59019429	+	TUBB1
20	59032345	-	ATP5F1E
20	59042809	-	PRELID3B
20	59123381	+	ZNF831
20	59300443	+	EDN3
20	59577509	+	PHACTR3
20	59933655	-	SYCP2
20	59933764	+	FAM217B
20	59940305	-	PPP1R3D
20	59958423	+	CDH26
20	61252261	+	CDH4
20	62065810	-	TAF4
20	62122461	+	LSM14B
20	62143440	-	PSMA7
20	62143769	+	SS18L1
20	62183029	+	MTG2
20	62220278	-	HRH3
20	62231922	+	OSBPL2
20	62302093	+	ADRM1
20	62367312	-	LAMA5
20	62387103	+	RPS21
20	62407285	-	CABLES2
20	62427539	-	RBBP8NL
20	62475995	-	GATA5
20	62642503	+	SLCO4A1
20	62708836	+	NTSR1
20	62796473	+	MRGBP
20	62804835	+	OGFR
20	62816244	+	COL9A3
20	62861822	-	TCFL5
20	62937952	-	DIDO1
20	62938147	+	GID8
20	62952707	+	SLC17A9
20	63007035	-	BHLHE23
20	63216139	-	YTHDF1
20	63235883	+	BIRC7
20	63272694	-	NKAIN4
20	63272785	+	ARFGAP1
20	63293186	+	COL20A1
20	63378401	-	CHRNA4
20	63472677	-	KCNQ2
20	63499185	-	EEF1A2
20	63520765	+	PPDPF
20	63537376	-	PTK6
20	63547504	-	SRMS
20	63547891	+	FNDC11
20	63574239	-	HELZ2
20	63627101	-	GMEB2
20	63657682	-	STMN3
20	63657810	+	RTEL1
20	63659300	+	RTEL1-TNFRSF6B
20	63696652	+	TNFRSF6B
20	63708025	-	ARFRP1
20	63707465	+	ZGPAT
20	63708864	+	AL121845.3
20	63736283	+	LIME1
20	63738270	+	AL121845.2
20	63739776	+	SLC2A4RG
20	63832038	-	ZBTB46
20	63861498	+	ABHD16B
20	63865228	+	TPD52L2
20	63895126	+	DNAJC5
20	63956416	-	UCKL1
20	63969930	-	ZNF512B
20	63980008	-	SAMD10
20	63981132	+	PRPF6
20	64034344	+	C20orf204
20	64049639	-	SOX18
20	64049836	+	TCEA2
20	64079988	-	RGS19
20	64084359	-	LKAAEAR1
20	64102394	+	MYT1
20	64107171	-	NPBWR2
20	64255695	+	PCMTD2
19	107104	+	OR4F17
19	291403	-	PLPP2
19	344815	-	MIER2
19	376026	-	THEG
19	409147	-	C2CD4C
19	460996	-	SHC2
19	474983	-	ODF3L2
19	489176	+	MADCAM1
19	507497	+	TPGS1
19	531760	+	CDC34
19	544034	+	GZMM
19	571277	+	BSG
19	589881	+	HCN2
19	633537	-	POLRMT
19	639879	+	FGF22
19	663233	-	RNF126
19	676392	+	FSTL3
19	695498	-	PRSS57
19	708935	+	PALM
19	751112	+	MISP
19	797075	+	PTBP1
19	821977	-	PLPPR3
19	825097	+	AZU1
19	840999	+	PRTN3
19	851014	+	ELANE
19	859664	+	CFD
19	893218	-	MED16
19	913245	-	R3HDM4
19	917287	+	KISS1R
19	925781	+	ARID3A
19	984271	+	WDR18
19	1000419	+	GRIN3B
19	1021179	-	TMEM259
19	1026586	+	CNN2
19	1039997	+	ABCA7
19	1065923	+	AC004151.1
19	1095380	-	POLR2E
19	1103926	+	GPX4
19	1174268	-	SBNO2
19	1177558	+	STK11
19	1238027	-	CBARP
19	1241746	+	ATP5F1D
19	1248553	+	MIDN
19	1259384	+	CIRBP
19	1275530	+	FAM174C
19	1285873	+	EFNA2
19	1354711	+	PWWP3A
19	1383527	+	NDUFS7
19	1401570	-	GAMT
19	1407569	+	DAZAP1
19	1438358	+	RPS15
19	1446302	+	APC2
19	1479556	-	C19orf25
19	1490752	-	PCSK4
19	1491166	+	REEP6
19	1513604	-	ADAMTSL5
19	1508023	+	PLK5
19	1568058	-	MEX3D
19	1592865	-	MBD3
19	1605445	-	AC005943.1
19	1605473	-	UQCR11
19	1652615	-	TCF3
19	1753506	+	ONECUT3
19	1812276	-	ATP8B3
19	1848483	-	REXO1
19	1863579	-	KLF16
19	1885547	-	ABHD17A
19	1905372	+	SCAMP4
19	1905399	+	ADAT3
19	1941172	+	CSNK1G2
19	2034881	-	BTBD2
19	2051244	-	MKNK2
19	2096673	-	MOB3A
19	2096429	+	IZUMO4
19	2164468	-	AP3D1
19	2163933	+	DOT1L
19	2237704	-	PLEKHJ1
19	2236824	+	SF3A2
19	2249309	+	AMH
19	2269759	-	JSRP1
19	2269509	+	OAZ1
19	2269525	+	AC005258.1
19	2282175	-	PEAK3
19	2292024	-	LINGO3
19	2328611	-	LSM7
19	2328615	+	SPPL2B
19	2360238	+	TMPRSS9
19	2427586	-	TIMM13
19	2456959	-	LMNB2
19	2476122	+	GADD45B
19	2702694	-	GNG7
19	2721372	-	DIRAS1
19	2740048	-	AC006538.2
19	2740028	-	SLC39A3
19	2783282	-	SGTA
19	2785503	+	THOP1
19	2819868	+	ZNF554
19	2841437	+	ZNF555
19	2867335	+	ZNF556
19	2900898	+	ZNF57
19	2944971	-	ZNF77
19	2977538	+	TLE6
19	3047635	-	TLE2
19	3063107	-	TLE5
19	3094362	+	GNA11
19	3136033	+	GNA15
19	3172346	+	S1PR4
19	3185563	+	NCLN
19	3224661	+	CELF5
19	3314403	+	NFIC
19	3480525	-	SMIM24
19	3483446	-	AC005551.1
19	3500674	-	DOHH
19	3506273	+	FZR1
19	3574290	-	MFSD12
19	3539154	+	C19orf71
19	3572777	+	HMG20B
19	3585478	+	GIPC3
19	3606875	-	TBXA2R
19	3626815	-	CACTIN
19	3700479	-	PIP5K1C
19	3708362	+	TJP3
19	3761692	-	APBA3
19	3762682	+	MRPL54
19	3772221	-	RAX2
19	3802129	-	MATK
19	3869038	-	ZFR2
19	3879864	+	ATCAY
19	3933103	+	NMRK2
19	3971123	-	DAPK3
19	3985463	-	EEF2
19	4007736	+	PIAS4
19	4066899	-	ZBTB7A
19	4124129	-	MAP2K2
19	4153631	+	CREB3L3
19	4182566	-	SIRT6
19	4183354	+	ANKRD24
19	4229523	+	EBI3
19	4247080	+	YJU2
19	4279266	+	SHD
19	4302431	-	TMIGD2
19	4304598	+	FSD1
19	4342786	-	STAP2
19	4343527	+	MPND
19	4400547	-	SH3GL1
19	4402640	+	CHAF1A
19	4457794	-	UBXN6
19	4472297	+	HDGFL2
19	4518465	-	PLIN4
19	4535224	-	PLIN5
19	4540067	-	AC011498.4
19	4540036	-	LRG1
19	4559684	-	SEMA6B
19	4639516	+	TNFAIP8L1
19	4670362	-	MYDGF
19	4724673	-	DPP9
19	4791734	+	FEM1A
19	4831704	-	TICAM1
19	4867694	-	PLIN3
19	4902896	-	ARRDC5
19	4903080	+	UHRF1
19	4969113	+	KDM4B
19	5340803	-	PTPRS
19	5455417	+	ZNRF4
19	5578349	-	TINCR
19	5624046	-	SAFB2
19	5623035	+	SAFB
19	5674947	+	RPL36
19	5680896	-	MICOS13
19	5680604	+	HSD11B1L
19	5720572	-	LONP1
19	5720637	+	CATSPERD
19	5784746	-	PRR22
19	5785619	-	AC011499.1
19	5791225	-	DUS3L
19	5823802	+	NRTN
19	5839722	-	FUT6
19	5851474	-	FUT3
19	5870540	-	FUT5
19	5903787	-	AC024592.3
19	5904006	-	NDUFA11
19	5904841	+	AC104532.1
19	5904872	+	VMAC
19	5912339	+	CAPS
19	5978142	-	RANBP3
19	6199572	-	RFX2
19	6135247	+	ACSBG2
19	6279975	-	MLLT1
19	6333612	-	ACER1
19	6361531	+	CLPP
19	6372794	+	ALKBH7
19	6379058	-	PSPN
19	6393981	-	GTF2F1
19	6424794	-	KHSRP
19	6433779	-	SLC25A41
19	6465203	-	SLC25A23
19	6463777	+	CRB3
19	6482557	-	DENND1C
19	6502848	-	TUBB4A
19	6531026	+	TNFSF9
19	6604103	-	CD70
19	6670588	-	TNFSF14
19	6730562	-	C3
19	6737603	-	GPR108
19	6737925	+	TRIP10
19	6767463	-	SH2D3A
19	6772708	+	VAV1
19	6887566	+	ADGRE1
19	7021450	-	MBD3L2B
19	7030578	+	MBD3L5
19	7040179	-	MBD3L4
19	7049321	+	MBD3L2
19	7058640	-	MBD3L3
19	7069703	+	ZNF557
19	7294414	-	INSR
19	7348943	+	AC119396.1
19	7382834	+	AC008878.3
19	7395113	+	ARHGEF18
19	7497449	-	PEX11G
19	7492976	+	TEX45
19	7507052	+	AC008878.1
19	7515292	+	ZNF358
19	7522624	+	MCOLN1
19	7533595	+	AC008878.2
19	7534004	+	PNPLA6
19	7595902	+	CAMSAP3
19	7629545	-	XAB2
19	7629793	+	PET100
19	7629796	+	AC008763.2
19	7633719	-	PCP2
19	7636881	+	STXBP2
19	7669049	+	RETN
19	7676628	+	MCEMP1
19	7678501	+	AC008763.3
19	7680833	+	TRAPPC5
19	7702146	-	FCER2
19	7733906	-	CLEC4G
19	7747564	-	CD209
19	7763149	+	CLEC4M
19	7830233	+	EVI5L
19	7874390	-	PRR36
19	7888505	+	LRRC8E
19	7903843	+	MAP2K7
19	7916145	+	TGFBR3L
19	7920338	+	SNAPC2
19	7926135	-	CTXN1
19	7943667	-	TIMM44
19	8005659	-	ELAVL1
19	8052767	+	CCL25
19	8149592	-	FBN3
19	8206736	+	CERS4
19	8308358	-	CD320
19	8321379	-	AC010323.1
19	8321375	-	NDUFA7
19	8321158	+	RPS28
19	8343262	-	KANK3
19	8363289	+	ANGPTL4
19	8389981	+	RAB11B
19	8413270	+	MARCHF2
19	8444767	+	HNRNPM
19	8502640	-	PRAM1
19	8514167	-	ZNF414
19	8577577	-	MYO1F
19	8610735	-	ADAMTS10
19	8630635	+	LINC01862
19	8698795	-	ACTL9
19	8721634	+	OR2Z1
19	8832314	-	ZNF558
19	8832398	+	MBD3L1
19	8981342	-	MUC16
19	9087061	+	OR1M1
19	9107475	-	OR7G2
19	9115763	-	OR7G1
19	9126950	-	OR7G3
19	9140397	+	ZNF317
19	9178979	+	OR7D2
19	9219589	-	OR7D4
19	9247344	+	OR7E24
19	9309838	-	ZNF699
19	9323772	+	ZNF559
19	9324174	+	ZNF559-ZNF177
19	9363020	+	ZNF177
19	9435571	-	ZNF266
19	9498616	-	ZNF560
19	9538645	-	ZNF426
19	9584533	-	ZNF121
19	9621236	-	ZNF561
19	9675100	-	ZNF562
19	9793180	-	ZNF846
19	9827816	-	FBXL12
19	9827892	+	UBL5
19	9835257	+	PIN1
19	9936552	-	OLFM2
19	10010504	-	COL5A3
19	10013249	+	RDH8
19	10086122	+	SHFL
19	10102796	-	ANGPTL6
19	10106223	+	PPAN-P2RY11
19	10106362	+	PPAN
19	10111693	+	P2RY11
19	10119918	-	EIF3G
19	10231286	-	DNMT1
19	10231331	-	S1PR2
19	10251901	+	MRPL4
19	10271093	+	ICAM1
19	10286955	+	ICAM4
19	10289952	+	ICAM5
19	10309880	-	ZGLP1
19	10316009	-	AC011511.1
19	10316015	-	FDX2
19	10320678	-	AC011511.4
19	10333638	-	RAVER1
19	10339661	-	ICAM3
19	10380572	-	TYK2
19	10420121	-	CDC37
19	10416773	+	PDE4A
19	10503558	-	KEAP1
19	10517931	-	S1PR5
19	10543895	+	ATG4D
19	10566031	-	KRI1
19	10569059	-	CDKN2D
19	10587315	-	AP1M2
19	10602457	+	SLC44A2
19	10654261	+	ILF3
19	10701430	+	QTRT1
19	10718079	+	DNM2
19	10836318	-	TMED1
19	10836575	+	C19orf38
19	10871513	+	CARM1
19	10928681	-	YIPF2
19	10928811	+	TIMM29
19	10960825	+	SMARCA4
19	11089462	+	LDLR
19	11155808	-	SPC24
19	11197791	-	KANK2
19	11262524	-	DOCK6
19	11237450	+	ANGPTL8
19	11296139	+	TSPAN16
19	11346270	-	RAB3D
19	11346518	-	TMEM205
19	11344684	+	CCDC159
19	11355386	+	PLPPR2
19	11374666	+	SWSAP1
19	11384342	-	EPOR
19	11419342	-	RGL3
19	11435782	-	CCDC151
19	11435288	+	PRKCSH
19	11481046	-	ELAVL3
19	11505698	-	AC008481.3
19	11505839	-	ZNF653
19	11529172	-	ECSIT
19	11538767	+	CNN1
19	11559236	-	ELOF1
19	11559374	+	ZNF627
19	11579008	-	ACP5
19	11739009	-	ZNF823
19	11767000	+	ZNF441
19	11797667	+	ZNF491
19	11814273	+	ZNF440
19	11848726	+	ZNF439
19	11887782	+	ZNF69
19	11925068	+	ZNF700
19	11925075	+	AC008770.2
19	11965037	+	ZNF763
19	11987641	+	AC008770.4
19	12035741	-	ZNF433
19	12052967	-	AC008770.1
19	12052961	-	ZNF878
19	12064731	+	ZNF844
19	12075327	+	AC022415.3
19	12140355	-	ZNF20
19	12156731	-	ZNF625-ZNF20
19	12156734	-	ZNF625
19	12163064	+	ZNF136
19	12294887	-	ZNF44
19	12333720	-	ZNF563
19	12365905	-	ZNF442
19	12401271	-	ZNF799
19	12441082	-	AC008758.5
19	12441021	-	ZNF443
19	12484816	-	AC008758.6
19	12513854	-	ZNF709
19	12551474	-	AC008758.1
19	12551542	-	ZNF564
19	12580975	-	AC010422.6
19	12640098	-	ZNF490
19	12610918	+	ZNF791
19	12648397	-	AC010422.3
19	12666742	-	MAN2B1
19	12669397	-	AC010422.5
19	12666802	+	WDR83
19	12681834	-	AC010422.8
19	12669415	-	WDR83OS
19	12681880	-	DHPS
19	12687998	+	GNG14
19	12696631	-	FBXW9
19	12724011	-	TNPO2
19	12734684	-	TRIR
19	12737139	+	GET3
19	12751702	+	BEST2
19	12872740	-	HOOK2
19	12791486	+	JUNB
19	12801800	-	PRDX2
19	12802031	+	THSD8
19	12806556	+	RNASEH2A
19	12835428	-	RTBDN
19	12833951	+	MAST1
19	12881466	-	DNASE2
19	12887201	-	KLF1
19	12891160	+	GCDH
19	12919293	-	SYCE2
19	12934037	-	FARSA
19	12938578	+	CALR
19	12945855	+	RAD23A
19	12957223	-	GADD45GIP1
19	12965159	+	DAND5
19	12995608	+	NFIX
19	13103161	-	LYL1
19	13117567	-	TRMT1
19	13116862	+	NACC1
19	13150383	-	STX10
19	13150411	+	IER2
19	13633025	-	CACNA1A
19	13731760	+	CCDC130
19	13764522	+	MRI1
19	13774456	+	C19orf53
19	13795460	+	ZSWIM4
19	13862063	+	NANOS3
19	13906452	-	C19orf57
19	13906201	+	CC2D1A
19	13953392	-	PODNL1
19	13952492	+	DCAF15
19	14007039	-	RFX1
19	14028148	+	RLN3
19	14031762	+	IL27RA
19	14062076	-	PALM3
19	14072536	+	MISP3
19	14085875	-	C19orf67
19	14091036	-	SAMD1
19	14118084	-	PRKACA
19	14136613	-	ASF1B
19	14206187	-	ADGRL1
19	14380501	+	ADGRE5
19	14419383	-	DDX39A
19	14433053	+	PKN1
19	14475354	-	PTGER1
19	14496149	-	GIPC1
19	14529770	-	DNAJB1
19	14517085	+	TECR
19	14572066	-	NDUFB7
19	14583084	+	CLEC17A
19	14690027	-	ADGRE3
19	14689801	+	ZNF333
19	14778560	-	ADGRE2
19	14835376	-	OR7C1
19	14835285	-	OR7A5
19	14848922	-	OR7A10
19	14886132	-	OR7A17
19	14941489	+	OR7C2
19	15022990	-	SLC1A6
19	15010726	+	CCDC105
19	15049480	+	CASP14
19	15082211	+	OR1I1
19	15107401	+	SYDE1
19	15125786	-	ILVBL
19	15200995	-	NOTCH3
19	15233435	-	EPHX3
19	15332545	-	BRD4
19	15379798	-	AKAP8
19	15419141	-	AKAP8L
19	15449956	-	WIZ
19	15464544	-	RASAL3
19	15498956	-	PGLYRP2
19	15508525	+	CYP4F22
19	15615218	+	CYP4F8
19	15640897	+	CYP4F3
19	15673018	+	CYP4F12
19	15728020	+	OR10H2
19	15737985	+	OR10H3
19	15787661	+	OR10H5
19	15815664	-	AC114267.1
19	15898077	-	CYP4F2
19	15934867	-	CYP4F11
19	15944299	+	OR10H4
19	16067021	+	TPM4
19	16111889	+	RAB8A
19	16134028	+	HSH2D
19	16173525	-	CIB3
19	16185380	+	FAM32A
19	16197578	+	AP1M1
19	16324817	+	KLF2
19	16472085	-	EPS15L1
19	16496192	-	CALR3
19	16628204	-	AC008764.1
19	16496394	+	C19orf44
19	16542437	-	CHERP
19	16572415	-	SLC35E1
19	16629062	-	MED26
19	16660115	-	AC008764.4
19	16660442	-	SMIM7
19	16661139	+	TMEM38A
19	16719975	+	NWD1
19	16829400	+	SIN3B
19	16888999	+	F2RL3
19	17026815	-	CPAMD8
19	17075625	-	HAUS8
19	17075781	+	MYO9B
19	17215346	+	USE1
19	17226213	+	OCEL1
19	17245940	-	NR2F6
19	17255448	-	AC010646.1
19	17282786	-	USHBP1
19	17267376	+	BABAM1
19	17267418	+	AC010463.1
19	17281645	+	ANKLE1
19	17310236	-	ABHD8
19	17292609	+	MRPL34
19	17309518	+	DDA1
19	17334855	-	ANO8
19	17334920	+	GTPBP3
19	17377342	-	PLVAP
19	17394158	-	CCDC194
19	17405630	-	BST2
19	17405722	+	MVB12A
19	17448668	-	TMEM221
19	17460804	-	AC010319.2
19	17460954	-	NXNL1
19	17468769	+	SLC27A1
19	17511636	+	PGLS
19	17523301	+	NIBAN3
19	17555649	+	COLGALT1
19	17688365	-	UNC13A
19	17719242	+	MAP1S
19	17747718	+	FCHO1
19	17794828	+	B3GNT3
19	17821574	-	INSL3
19	17848071	-	JAK3
19	17859910	+	RPL18A
19	17871945	+	SLC5A5
19	17933015	+	CCDC124
19	17951293	+	KCNN1
19	18001132	+	ARRDC2
19	18098944	-	IL12RB1
19	18097793	+	MAST3
19	18153158	+	AC007192.1
19	18153163	+	PIK3R2
19	18173162	+	IFI30
19	18193218	+	MPV17L2
19	18204042	-	RAB3A
19	18255419	-	AC008397.2
19	18248200	-	PDE4C
19	18255419	-	AC008397.1
19	18274509	-	IQCN
19	18281622	-	JUND
19	18323274	-	LSM4
19	18340598	+	PGPEP1
19	18374731	+	GDF15
19	18397622	-	LRRC25
19	18418864	+	SSBP4
19	18438167	-	ISYNA1
19	18522116	-	ELL
19	18544077	-	FKBP8
19	18557762	+	KXD1
19	18571730	+	UBA52
19	18607741	-	CRLF1
19	18588685	+	REX1BD
19	18607430	+	TMEM59L
19	18637025	+	KLHL26
19	18683678	+	CRTC1
19	18791305	-	COMP
19	18831938	+	UPF1
19	18896158	-	GDF1
19	18896727	-	CERS1
19	18919387	-	COPE
19	18934397	-	AC002985.1
19	18919705	+	DDX49
19	18941261	-	HOMER3
19	19034023	-	SUGP2
19	19033575	+	ARMC6
19	19063994	+	SLC25A42
19	19138513	-	TMEM161A
19	19192131	-	MEF2B
19	19192158	-	BORCS8-MEF2B
19	19192591	-	BORCS8
19	19192229	+	RFXANK
19	19203424	-	NR2C2AP
19	19211958	+	NCAN
19	19262804	-	HAPLN4
19	19273391	-	TM6SF2
19	19320509	-	SUGP1
19	19320829	+	MAU2
19	19385826	+	GATAD2A
19	19515548	-	TSSK6
19	19515736	+	NDUFA13
19	19516227	+	AC011448.1
19	19528861	+	YJEFN3
19	19538248	+	CILP2
19	19618693	-	PBX4
19	19628930	-	LPAR2
19	19643657	-	GMIP
19	19663676	-	ATP13A1
19	19668796	+	ZNF101
19	19733112	-	ZNF14
19	19821751	-	ZNF506
19	19865882	+	ZNF253
19	19900913	+	ZNF93
19	20039505	-	ZNF682
19	20077994	+	ZNF90
19	20167214	+	ZNF486
19	20565809	-	ZNF737
19	20661596	-	ZNF626
19	20776304	+	ZNF66
19	20923222	+	ZNF85
19	21020634	+	ZNF430
19	21082159	+	ZNF714
19	21142024	+	ZNF431
19	21329425	-	ZNF708
19	21358930	+	ZNF738
19	21397119	+	ZNF493
19	21405159	+	AC010615.4
19	21496682	+	ZNF429
19	21767579	-	ZNF100
19	21852125	-	ZNF43
19	22010949	-	ZNF208
19	22052430	+	ZNF257
19	22215801	-	ZNF676
19	22286441	+	ZNF729
19	22532485	-	ZNF98
19	22634324	+	ZNF492
19	22784151	-	ZNF99
19	22832291	+	ZNF723
19	23003176	-	ZNF728
19	23075210	+	ZNF730
19	23250390	-	ZNF724
19	23274221	-	AC092329.3
19	23395471	-	ZNF91
19	23687220	-	ZNF675
19	23758891	-	ZNF681
19	23914876	+	ZNF726
19	24033405	+	AC092279.1
19	29213151	-	UQCRFS1
19	29526499	+	VSTM2B
19	29606283	+	POP4
19	29665459	+	PLEKHF1
19	29715789	-	C19orf12
19	29811991	+	CCNE1
19	29923644	+	URI1
19	30228290	+	ZNF536
19	31349436	-	TSHZ3
19	32345594	+	ZNF507
19	32405543	+	DPY19L3
19	32581190	+	PDCD5
19	32676597	-	ANKRD27
19	32675848	+	RGS9BP
19	32691961	+	NUDT19
19	32719753	+	TDRD12
19	32869767	-	SLC7A9
19	32971991	-	CEP89
19	32972209	+	FAAP24
19	33064888	-	RHPN2
19	33080899	+	GPATCH1
19	33132090	+	WDR88
19	33177603	+	LRP3
19	33225850	-	SLC7A10
19	33302534	-	CEBPA
19	33373685	+	CEBPG
19	33521791	-	PEPD
19	33621953	+	CHST8
19	33795933	+	KCTD15
19	34172504	+	LSM14A
19	34254552	+	KIAA0355
19	34359480	+	GPI
19	34396315	+	AC092073.1
19	34404399	+	PDCD2L
19	34428352	+	UBA2
19	34481758	+	WTIP
19	34675699	-	SCGB2B2
19	34677639	+	ZNF302
19	34734155	+	ZNF181
19	34773229	-	ZNF599
19	34926903	+	ZNF30
19	34964229	-	ZNF792
19	34994784	+	GRAMD1A
19	35030470	+	SCN1B
19	35040506	+	HPN
19	35106510	+	AC020907.6
19	35115879	+	FXYD3
19	35142451	-	LGI4
19	35138808	+	FXYD1
19	35143250	+	FXYD7
19	35154730	+	FXYD5
19	35228729	-	FAM187B
19	35248330	+	LSR
19	35268962	+	USF2
19	35280716	+	HAMP
19	35292125	+	MAG
19	35319261	+	CD22
19	35351552	+	FFAR1
19	35358460	+	FFAR3
19	35370929	+	GPR42
19	35443907	+	FFAR2
19	35495558	-	KRTDAP
19	35513658	-	DMKN
19	35528351	-	SBSN
19	35533455	+	GAPDHS
19	35545600	+	TMEM147
19	35563658	-	ATP4A
19	35586161	+	PMIS2
19	35612735	+	HAUS5
19	35629030	+	RBM42
19	35641745	+	ETV2
19	35648323	+	COX6B1
19	35666516	+	UPK1A
19	35704558	+	ZBTB32
19	35717973	+	KMT2B
19	35742453	-	IGFLR1
19	35745432	-	AD000671.2
19	35745445	-	U2AF1L4
19	35745600	+	PSENEN
19	35745678	+	AD000671.1
19	35748361	+	LIN37
19	35758079	-	HSPB6
19	35758143	+	PROSER3
19	35774532	+	ARHGAP33
19	35813299	-	PRODH2
19	35869287	-	NPHS1
19	35855861	+	KIRREL2
19	35867899	+	APLP1
19	35902303	-	NFKBID
19	35902529	+	HCST
19	35908295	-	TYROBP
19	35935358	+	LRFN3
19	35995199	+	SDHAF1
19	36008813	-	SYNE4
19	36014239	-	ALKBH6
19	36033343	-	CLIP3
19	36054739	-	THAP8
19	36054881	+	WDR62
19	36111151	+	OVOL3
19	36115213	-	POLR2I
19	36114289	+	TBCB
19	36139953	+	CAPNS1
19	36152449	-	COX7A1
19	36246257	-	ZNF565
19	36214602	+	ZNF146
19	36379201	-	ZFP14
19	36418644	-	ZFP82
19	36489902	-	ZNF566
19	36528271	-	ZNF260
19	36605276	-	ZNF529
19	36604817	+	ZNF382
19	36666853	-	ZNF461
19	36687612	+	ZNF567
19	36772825	-	ZNF850
19	36850787	-	ZNF790
19	36850361	+	ZNF345
19	36916291	-	ZNF829
19	36916329	+	ZNF568
19	37007857	+	ZNF420
19	37210512	-	AC012309.1
19	37172741	-	ZNF585A
19	37218153	-	ZNF585B
19	37217926	+	ZNF383
19	37312837	+	ZNF875
19	37371061	+	ZNF527
19	37469275	-	ZNF569
19	37467585	+	ZNF570
19	37506939	+	ZNF793
19	37551406	+	ZNF540
19	37594792	-	ZNF571
19	37692337	-	ZFP30
19	37692315	-	ZNF781
19	37719188	-	AC093227.2
19	37719761	-	ZNF607
19	37817300	-	ZNF573
19	37906677	-	WDR87
19	37907208	+	SIPA1L3
19	38229714	-	DPF1
19	38244035	+	SPINT2
19	38256532	-	PPP1R14A
19	38289151	+	AC011479.2
19	38317273	-	YIF1B
19	38304164	+	C19orf33
19	38319845	+	KCNK6
19	38335775	+	CATSPERG
19	38374536	+	PSMD8
19	38388082	-	GGN
19	38388421	+	SPRED3
19	38403135	+	FAM98C
19	38426305	-	RASGRP4
19	38433691	+	RYR1
19	38618882	-	MAP4K1
19	38619082	+	EIF3K
19	38647649	+	ACTN4
19	38769904	-	CAPN12
19	38773492	-	LGALS7
19	38789200	+	LGALS7B
19	38812945	-	LGALS4
19	38831841	-	ECH1
19	38840178	-	AC008982.1
19	38852347	-	HNRNPL
19	38878275	-	RINL
19	38899862	-	SIRT2
19	38899700	+	NFKBIB
19	38912158	-	CCER2
19	38930896	-	SARS2
19	38949855	-	AC011455.2
19	38930548	+	MRPS12
19	38975742	-	FBXO17
19	39032785	-	FBXO27
19	39083913	+	ACP7
19	39125770	+	PAK4
19	39196964	+	NCCRP1
19	39204266	-	SYCN
19	39245129	-	IFNL3
19	39268514	+	IFNL2
19	39296407	+	IFNL1
19	39315336	-	LRFN1
19	39342372	-	GMFG
19	39342396	+	SAMD4B
19	39391154	-	PAF1
19	39391303	+	MED29
19	39406847	+	ZFP36
19	39412669	+	PLEKHG2
19	39435949	-	RPS16
19	39436156	+	SUPT5H
19	39480412	+	TIMM50
19	39498895	+	DLL3
19	39515113	+	SELENOV
19	39532852	-	EID2B
19	39540161	-	EID2
19	39602501	+	LGALS13
19	39655913	+	LGALS16
19	39704481	+	LGALS14
19	39738029	-	CLC
19	39776595	+	LEUTX
19	39834201	-	DYRK1B
19	39846379	-	FBL
19	39934626	-	FCGBP
19	39971165	+	PSMC4
19	39984134	+	ZNF546
19	40056231	-	ZNF780B
19	40090938	-	ZNF780A
19	40191426	+	MAP3K10
19	40218399	-	TTC9B
19	40226697	-	CNTD2
19	40285536	-	AKT2
19	40348527	-	C19orf47
19	40348456	+	PLD3
19	40390181	-	HIPK4
19	40414742	-	PRX
19	40425992	-	SERTAD1
19	40444335	-	SERTAD3
19	40465764	-	BLVRB
19	40466241	+	AC020929.1
19	40576853	+	SHKBP1
19	40592883	+	LTBP4
19	40690972	-	NUMBL
19	40718207	-	COQ8B
19	40717112	+	ITPKC
19	40751553	-	C19orf54
19	40750637	+	SNRPA
19	40771648	+	MIA-RAB4B
19	40771648	+	MIA
19	40778216	+	RAB4B
19	40778242	+	RAB4B-EGLN2
19	40798996	+	EGLN2
19	40801297	+	AC008537.1
19	40850447	-	CYP2A6
19	40882752	-	CYP2A7
19	40991282	+	CYP2B6
19	41088451	+	CYP2A13
19	41114432	+	CYP2F1
19	41193210	+	CYP2S1
19	41219223	+	AXL
19	41262496	+	HNRNPUL1
19	41353922	-	TGFB1
19	41310172	+	CCDC97
19	41350853	+	AC011462.1
19	41350911	+	TMEM91
19	41364165	-	B9D2
19	41397359	-	EXOSC5
19	41397808	+	BCKDHA
19	41428730	-	B3GNT8
19	41440717	-	DMAC2
19	41443156	+	ERICH4
19	41549518	+	CEACAM21
19	41627074	-	CEACAM4
19	41706976	-	CEACAM7
