chr	tss	strand	gene
20	23969416	-	GGTLC1
20	24449835	+	SYNDIG1
20	24929866	+	CST7
20	24973615	-	APMAP
20	25039616	-	ACSS1
20	25062996	-	VSX1
20	25176329	+	ENTPD6
20	25207370	-	AL035252.1
20	25228705	+	PYGB
20	25371619	-	ABHD12
20	25388363	+	GINS1
20	25566153	-	NINL
20	25604811	-	NANP
20	25677477	-	ZNF337
20	25848861	-	FAM182B
20	29611857	+	FRG1B
20	29845467	+	DEFB115
20	29896388	-	DEFB116
20	29956421	+	DEFB118
20	29978406	-	DEFB119
20	30000641	-	DEFB121
20	30028322	+	DEFB123
20	30064560	-	DEFB124
20	30063096	+	REM1
20	30102231	+	HM13
20	30193086	+	ID1
20	30225691	+	COX4I2
20	30311792	-	BCL2L1
20	30309001	+	AL160175.1
20	30327074	+	TPX2
20	30407111	+	MYLK2
20	30433420	-	FOXS1
20	30458550	-	DUSP15
20	30458505	+	TTLL9
20	30539895	-	PDRG1
20	30555805	+	XKR7
20	30598245	+	CCM2L
20	30639991	+	HCK
20	30697309	+	TM9SF4
20	30795594	-	PLAGL2
20	30795683	+	POFUT1
20	30865467	+	KIF3B
20	30946155	+	ASXL1
20	31172876	-	C20orf112
20	31175281	+	RP11-410N8.4
20	31331803	-	COMMD7
20	31350191	+	DNMT3B
20	31407699	+	MAPRE1
20	31446729	+	EFCAB8
20	31592239	-	SUN5
20	31595406	+	BPIFB2
20	31619454	+	BPIFB6
20	31643230	+	BPIFB3
20	31667450	+	BPIFB4
20	31749574	+	BPIFA2
20	31805116	+	BPIFA3
20	31823091	+	AL121901.1
20	31823801	+	BPIFA1
20	31861286	+	BPIFB1
20	31989367	-	CDK5RAP1
20	32031698	-	SNTA1
20	32077881	+	CBFA2T2
20	32262269	-	NECAB3
20	32250090	+	C20orf144
20	32254304	+	ACTL10
20	32274210	-	E2F1
20	32308125	-	PXMP4
20	32319463	+	ZNF341
20	32399110	+	CHMP4B
20	32581452	+	RALY
20	32700138	-	EIF2S2
20	32782375	+	ASIP
20	32899608	-	AHCY
20	32951041	+	ITCH
20	33104214	+	DYNLRB1
20	33134658	+	MAP1LC3A
20	33264910	-	PIGU
20	33413452	-	NCOA6
20	33292094	+	TP53INP2
20	33460663	-	GGT7
20	33459949	+	ACSS2
20	33543620	-	GSS
20	33563206	+	MYH7B
20	33680674	-	TRPC4AP
20	33865928	-	EDEM2
20	33759876	+	PROCR
20	33814457	+	MMP24
20	33872788	-	EIF6
20	33880204	-	FAM83C
20	33999944	-	UQCC1
20	34020827	+	GDF5OS
20	34042568	-	GDF5
20	34042985	+	CEP250
20	34117481	-	C20orf173
20	34129770	+	ERGIC3
20	34203814	+	SPAG4
20	34252878	-	CPNE1
20	34262466	-	RP1-309K20.6
20	34252878	-	RBM12
20	34287281	-	NFS1
20	34287194	+	ROMO1
20	34330234	-	RBM39
20	34359896	+	PHF20
20	34547394	-	SCAND1
20	34556512	+	CNBD2
20	34679426	+	EPB41L1
20	34758180	-	AL121895.1
20	34824381	+	AAR2
20	34894258	+	DLGAP4
20	35169887	+	MYL9
20	35201891	+	TGIF2
20	35202956	+	TGIF2-C20orf24
20	35234137	+	C20orf24
20	35274619	-	SLA2
20	35374481	-	NDRG3
20	35402221	-	DSN1
20	35492089	-	SOGA1
20	35504524	+	TLDC2
20	35580246	-	SAMHD1
20	35724398	-	RBL1
20	35724188	+	RBL1
20	35807991	-	MROH8
20	35806813	+	RPN2
20	35890238	-	GHRH
20	35918041	+	MANBAL
20	35973088	+	SRC
20	36156333	-	BLCAP
20	36149617	+	NNAT
20	36322408	+	CTNNBL1
20	36531499	+	VSTM2L
20	36661870	-	TTI1
20	36661948	+	RPRD1B
20	36794980	-	TGM2
20	36889174	-	KIAA1755
20	36888551	+	BPI
20	36974759	+	LBP
20	37101459	+	RALGAPB
20	37209838	+	ADIG
20	37230577	+	ARHGAP40
20	37353105	+	SLC32A1
20	37377085	+	ACTR5
20	37434348	+	PPP1R16B
20	37554955	+	FAM83D
20	37590942	+	DHX35
20	39317880	-	MAFB
20	39657458	+	TOP1
20	39765600	+	PLCG1
20	39946312	-	ZHX3
20	39969560	+	LPIN3
20	39995467	-	EMILIN3
20	40247133	-	CHD6
20	41818610	-	PTPRT
20	42086568	+	SRSF6
20	42136320	+	L3MBTL1
20	42187608	+	SGK2
20	42219571	+	IFT52
20	42295754	+	MYBL2
20	42355638	-	GTSF1L
20	42543504	+	TOX2
20	42816218	-	JPH2
20	42839431	-	OSER1
20	42875887	+	GDAP1L1
20	42939809	-	FITM2
20	42965626	+	R3HDML
20	42984340	+	HNF4A
20	43093984	-	C20orf62
20	43104526	+	TTPAL
20	43150750	-	SERINC3
20	43160426	+	PKIG
20	43248126	-	Z97053.1
20	43280874	-	ADA
20	43343485	+	WISP2
20	43374421	+	KCNK15
20	43438979	-	RIMS4
20	43514317	+	YWHAB
20	43538703	+	PABPC1L
20	43589127	-	TOMM34
20	43595115	+	STK4
20	43729753	-	KCNS1
20	43743813	-	WFDC5
20	43753106	-	WFDC12
20	43803517	+	PI3
20	43835638	+	SEMG1
20	43849941	+	SEMG2
20	43883205	-	SLPI
20	43937169	-	MATN4
20	43935491	+	RBPJL
20	43977064	-	SDC4
20	43990577	+	SYS1
20	43991840	+	SYS1-DBNDD2
20	44036529	-	TP53TG5
20	44034697	+	DBNDD2
20	44044717	+	PIGT
20	44074071	+	AL031663.2
20	44107452	-	AL031663.1
20	44098346	+	WFDC2
20	44144264	-	SPINT3
20	44168134	-	WFDC6
20	44176065	-	EPPIN-WFDC6
20	44176391	-	EPPIN
20	44207965	-	WFDC8
20	44259907	-	WFDC9
20	44258165	+	WFDC10A
20	44298909	-	WFDC11
20	44333658	-	WFDC10B
20	44330655	+	WFDC13
20	44350990	+	SPINT4
20	44420571	-	WFDC3
20	44420576	+	DNTTIP1
20	44441215	+	UBE2C
20	44462384	-	TNNC2
20	44462449	+	SNX21
20	44486045	-	ACOT8
20	44486256	+	ZSWIM3
20	44509866	+	ZSWIM1
20	44516274	-	SPATA25
20	44519926	-	NEURL2
20	44518783	+	CTSA
20	44540794	-	PLTP
20	44563267	+	PCIF1
20	44600833	-	ZNF335
20	44637547	+	MMP9
20	44650356	+	SLC12A5
20	44718591	-	NCOA5
20	44746911	+	CD40
20	44937137	-	CDH22
20	44993043	-	SLC35C2
20	45061704	-	ELMO2
20	45142198	-	ZNF334
20	45179213	-	OCSTAMP
20	45304714	-	SLC13A3
20	45318418	-	TP53RK
20	45338126	+	SLC2A10
20	45523263	+	EYA2
20	45985567	-	ZMYND8
20	45947246	+	AL031666.2
20	46130601	+	NCOA3
20	46415360	-	SULF2
20	47444420	-	PREX1
20	47538427	+	ARFGEF2
20	47662849	+	CSE1L
20	47804904	-	STAU1
20	47835884	+	DDX27
20	47894963	-	ZNFX1
20	48099184	-	KCNB1
20	48184683	-	PTGIS
20	48330415	-	B4GALT5
20	48429250	+	SLC9A8
20	48532080	-	SPATA2
20	48552948	+	RNF114
20	48599536	+	SNAI1
20	48770174	-	TMEM189-UBE2V1
20	48732496	-	UBE2V1
20	48770335	-	TMEM189
20	48807376	+	CEBPB
20	49126891	+	PTPN1
20	49308065	-	FAM65C
20	49348081	+	PARD6B
20	49411431	+	BCAS4
20	49547958	-	ADNP
20	49575092	-	DPM1
20	49575363	+	MOCS3
20	49639666	-	KCNG1
20	50179370	-	NFATC2
20	50385173	-	ATP9A
20	50419059	-	SALL4
20	50820847	-	ZFP64
20	51588946	+	TSHZ2
20	52105495	+	AL354993.1
20	52226446	-	ZNF217
20	52687304	-	BCAS1
20	52790512	-	CYP24A1
20	52824386	+	PFDN4
20	53092136	+	DOK5
20	54580528	-	CBLN4
20	54823788	+	MC3R
20	54933971	+	FAM210B
20	54967393	-	AURKA
20	54967427	+	CSTF1
20	54987168	+	CASS4
20	55043647	+	RTFDC1
20	55100981	-	GCNT7
20	55092243	+	FAM209A
20	55108302	+	FAM209B
20	55204358	+	TFAP2C
20	55841685	-	BMP7
20	55904815	+	SPO11
20	55926066	+	RAE1
20	55934878	-	MTRNR2L3
20	55966463	+	RBM38
20	56100708	-	CTCFL
20	56136136	+	PCK1
20	56195632	-	ZBP1
20	56286592	-	PMEPA1
20	56725960	+	C20orf85
20	56803709	-	ANKRD60
20	56884495	-	PPP4R1L
20	56884752	+	RAB22A
20	56964178	+	VAPB
20	57090187	-	APCDD1L
20	57209828	+	MGC4294
20	57226328	+	STX16
20	57226490	+	STX16-NPEPL1
20	57264187	+	NPEPL1
20	57414773	+	GNAS
20	57556263	+	NELFCD
20	57582302	-	CTSZ
20	57594309	+	TUBB1
20	57607437	-	ATP5E
20	57617964	-	SLMO2
20	57766075	+	ZNF831
20	57875482	+	EDN3
20	58152564	+	PHACTR3
20	58508710	-	SYCP2
20	58508819	+	FAM217B
20	58515352	-	PPP1R3D
20	58533471	+	CDH26
20	58630980	+	C20orf197
20	59827482	+	CDH4
20	60294804	-	RP11-429E11.3
20	60640866	-	TAF4
20	60697517	+	LSM14B
20	60718496	-	PSMA7
20	60718822	+	SS18L1
20	60758085	+	MTG2
20	60795323	-	HRH3
20	60813580	+	OSBPL2
20	60877149	+	ADRM1
20	60942368	-	LAMA5
20	60962172	+	RPS21
20	60982341	-	CABLES2
20	61002589	-	RBBP8NL
20	61051026	-	GATA5
20	61147660	+	C20orf166
20	61274656	-	RP11-93B14.6
20	61273797	+	SLCO4A1
20	61340189	+	NTSR1
20	61427805	+	MRGBP
20	61436187	+	OGFR
20	61447596	+	COL9A3
20	61493115	-	TCFL5
20	61569304	-	DIDO1
20	61569471	+	GID8
20	61584052	+	SLC17A9
20	61638387	-	BHLHE23
20	61847586	-	YTHDF1
20	61867235	+	BIRC7
20	61904046	-	NKAIN4
20	61904137	+	ARFGAP1
20	61924538	+	COL20A1
20	62009753	-	CHRNA4
20	62103993	-	KCNQ2
20	62130505	-	EEF1A2
20	62152077	+	PPDPF
20	62168723	-	PTK6
20	62178857	-	SRMS
20	62184373	+	C20orf195
20	62205592	-	HELZ2
20	62258394	-	GMEB2
20	62284780	-	STMN3
20	62289163	+	RTEL1
20	62290653	+	RTEL1-TNFRSF6B
20	62328021	+	TNFRSF6B
20	62339377	-	ARFRP1
20	62338817	+	ZGPAT
20	62340216	+	RP4-583P15.15
20	62366815	+	LIME1
20	62369623	+	RP4-583P15.14
20	62371214	+	SLC2A4RG
20	62462597	-	ZBTB46
20	62475273	-	AL158091.1
20	62492566	+	ABHD16B
20	62493217	-	C20ORF135
20	62496596	+	TPD52L2
20	62526518	+	DNAJC5
20	62587769	-	UCKL1
20	62585007	+	AL118506.1
20	62680113	-	ZNF512B
20	62611361	-	SAMD10
20	62612488	+	PRPF6
20	62680994	-	SOX18
20	62681189	+	TCEA2
20	62711323	-	RGS19
20	62711526	+	OPRL1
20	62715712	-	C20orf201
20	62738524	-	NPBWR2
20	62783144	+	MYT1
20	62887094	+	PCMTD2
19	107471	+	OR4F17
19	291393	-	PPAP2C
19	344798	-	MIER2
19	376013	-	THEG
19	409139	-	C2CD4C
19	460996	-	SHC2
19	474983	-	ODF3L2
19	489176	+	MADCAM1
19	507299	+	TPGS1
19	531714	+	CDC34
19	544034	+	GZMM
19	571297	+	BSG
19	589893	+	HCN2
19	633597	-	POLRMT
19	639879	+	FGF22
19	663277	-	RNF126
19	676392	+	FSTL3
19	695460	-	PRSS57
19	708953	+	PALM
19	751126	+	MISP
19	797075	+	PTBP1
19	821967	-	LPPR3
19	825097	+	AZU1
19	840963	+	PRTN3
19	851014	+	ELANE
19	859453	+	CFD
19	893218	-	MED16
19	913240	-	R3HDM4
19	917287	+	KISS1R
19	925781	+	ARID3A
19	983174	+	WDR18
19	999601	+	AC004528.1
19	1000418	+	GRIN3B
19	1021117	-	TMEM259
19	1026298	+	CNN2
19	1040102	+	ABCA7
19	1065922	+	HMHA1
19	1095598	-	POLR2E
19	1103936	+	GPX4
19	1174282	-	SBNO2
19	1189406	+	STK11
19	1238026	-	C19orf26
19	1241749	+	ATP5D
19	1248552	+	MIDN
19	1259384	+	CIRBP
19	1275026	+	C19orf24
19	1285890	+	MUM1
19	1286153	+	EFNA2
19	1383526	+	NDUFS7
19	1401569	-	GAMT
19	1407568	+	DAZAP1
19	1438358	+	RPS15
19	1440838	+	AC027307.3
19	1446300	+	APC2
19	1479555	-	C19orf25
19	1490751	-	PCSK4
19	1491165	+	REEP6
19	1513603	-	ADAMTSL5
19	1524073	+	PLK5
19	1568057	-	MEX3D
19	1592882	-	MBD3
19	1605444	-	UQCR11
19	1605480	-	UQCR11
19	1652604	-	TCF3
19	1752372	+	ONECUT3
19	1812275	-	ATP8B3
19	1848452	-	REXO1
19	1863567	-	KLF16
19	1885546	-	ABHD17A
19	1905213	+	SCAMP4
19	1905377	+	ADAT3
19	1941188	+	CSNK1G2
19	2034880	-	BTBD2
19	2051243	-	MKNK2
19	2096672	-	MOB3A
19	2096380	+	IZUMO4
19	2164464	-	AP3D1
19	2164148	+	DOT1L
19	2237703	-	PLEKHJ1
19	2236520	+	SF3A2
19	2249308	+	AMH
19	2269758	-	JSRP1
19	2269485	+	OAZ1
19	2282181	-	C19orf35
19	2308156	-	LINGO3
19	2328619	-	LSM7
19	2389769	+	TMPRSS9
19	2427892	-	TIMM13
19	2456994	-	LMNB2
19	2476120	+	GADD45B
19	2702707	-	GNG7
19	2721416	-	DIRAS1
19	2740046	-	AC006538.4
19	2740150	-	SLC39A3
19	2783369	-	SGTA
19	2785458	+	THOP1
19	2819872	+	ZNF554
19	2841433	+	ZNF555
19	2867333	+	ZNF556
19	2900896	+	ZNF57
19	2944969	-	ZNF77
19	2977444	+	TLE6
19	3047633	-	TLE2
19	3063105	-	AES
19	3094408	+	GNA11
19	3136191	+	GNA15
19	3172344	+	S1PR4
19	3185561	+	NCLN
19	3224701	+	CELF5
19	3359561	+	NFIC
19	3480540	-	C19orf77
19	3500938	-	DOHH
19	3506271	+	FZR1
19	3574288	-	MFSD12
19	3539152	+	C19orf71
19	3572775	+	HMG20B
19	3585551	+	GIPC3
19	3606838	-	TBXA2R
19	3626813	-	CACTIN
19	3700477	-	PIP5K1C
19	3708107	+	TJP3
19	3761697	-	APBA3
19	3762662	+	MRPL54
19	3772233	-	RAX2
19	3802127	-	MATK
19	3869030	-	ZFR2
19	3879862	+	ATCAY
19	3933101	+	NMRK2
19	3971121	-	DAPK3
19	3985467	-	EEF2
19	4007644	+	PIAS4
19	4043154	-	AC016586.1
19	4066943	-	ZBTB7A
19	4124126	-	MAP2K2
19	4153598	+	CREB3L3
19	4182601	-	SIRT6
19	4183351	+	ANKRD24
19	4229495	+	EBI3
19	4247076	+	CCDC94
19	4278598	+	SHD
19	4302428	-	TMIGD2
19	4304597	+	FSD1
19	4342783	-	STAP2
19	4343524	+	MPND
19	4400544	-	SH3GL1
19	4402659	+	CHAF1A
19	4457819	-	UBXN6
19	4472284	+	HDGFRP2
19	4517716	-	PLIN4
19	4535236	-	PLIN5
19	4540079	-	CTB-50L17.14
19	4540486	-	LRG1
19	4559820	-	SEMA6B
19	4639530	+	TNFAIP8L1
19	4670382	-	C19orf10
19	4724685	-	DPP9
19	4791728	+	FEM1A
19	4831716	-	TICAM1
19	4867780	-	PLIN3
19	4902879	-	ARRDC5
19	4969125	+	KDM4B
19	5340814	-	PTPRS
19	5455426	+	ZNRF4
19	5624057	-	SAFB2
19	5623046	+	SAFB
19	5674958	+	RPL36
19	5680907	-	C19orf70
19	5680615	+	HSD11B1L
19	5720583	-	LONP1
19	5720688	+	CATSPERD
19	5784776	-	PRR22
19	5785630	-	CTB-54O9.9
19	5791249	-	DUS3L
19	5823813	+	NRTN
19	5839742	-	FUT6
19	5851485	-	FUT3
19	5903798	-	FUT5
19	5903798	-	AC024592.12
19	5904017	-	NDUFA11
19	5904852	+	AC104532.2
19	5904869	+	VMAC
19	5911718	+	CAPS
19	5978153	-	RANBP3
19	6199583	-	RFX2
19	6135258	+	ACSBG2
19	6279959	-	MLLT1
19	6333640	-	ACER1
19	6361463	+	CLPP
19	6372444	+	ALKBH7
19	6379069	-	PSPN
19	6393992	-	GTF2F1
19	6424805	-	KHSRP
19	6433790	-	SLC25A41
19	6465214	-	SLC25A23
19	6463788	+	CRB3
19	6482568	-	DENND1C
19	6502859	-	TUBB4A
19	6531010	+	TNFSF9
19	6604114	-	CD70
19	6670599	-	TNFSF14
19	6730573	-	C3
19	6737614	-	GPR108
19	6737936	+	TRIP10
19	6767599	-	SH2D3A
19	6772725	+	VAV1
19	6887577	+	EMR1
19	7011514	+	AC025278.1
19	7030589	+	MBD3L5
19	7040190	-	MBD3L4
19	7049332	+	MBD3L2
19	7058651	-	MBD3L3
19	7069455	+	ZNF557
19	7294045	-	INSR
19	7413848	+	CTB-133G6.1
19	7445850	+	CTD-2207O23.3
19	7459999	+	ARHGEF18
19	7562335	-	PEX11G
19	7557862	+	C19orf45
19	7571938	+	CTD-2207O23.12
19	7580178	+	ZNF358
19	7587512	+	MCOLN1
19	7598481	+	CTD-2207O23.10
19	7598890	+	PNPLA6
19	7660788	+	CAMSAP3
19	7694451	-	XAB2
19	7694623	+	PET100
19	7694682	+	CTD-3214H19.4
19	7698634	-	PCP2
19	7701767	+	STXBP2
19	7733930	+	RETN
19	7741514	+	C19orf59
19	7743387	+	CTD-3214H19.16
19	7745729	+	TRAPPC5
19	7767032	-	FCER2
19	7798792	-	CLEC4G
19	7812464	-	CD209
19	7828035	+	CLEC4M
19	7895119	+	EVI5L
19	7939326	-	CTD-3193O13.9
19	7953390	+	LRRC8E
19	7968427	-	AC010336.1
19	7968728	+	MAP2K7
19	7981030	+	TGFBR3L
19	7985201	+	SNAPC2
19	7991051	-	CTXN1
19	8008805	-	TIMM44
19	8070543	-	ELAVL1
19	8117651	+	CCL25
19	8214730	-	FBN3
19	8271620	+	CERS4
19	8373240	-	CD320
19	8386263	-	NDUFA7
19	8386280	-	NDUFA7
19	8386042	+	RPS28
19	8408146	-	KANK3
19	8428173	+	ANGPTL4
19	8454865	+	RAB11B
19	8478154	+	MARCH2
19	8509651	+	HNRNPM
19	8567996	-	PRAM1
19	8579048	-	ZNF414
19	8642461	-	MYO1F
19	8675620	-	ADAMTS10
19	8809172	-	ACTL9
19	8841316	+	OR2Z1
19	8943004	-	ZNF558
19	8943074	+	MBD3L1
19	9092018	-	MUC16
19	9203855	+	OR1M1
19	9213982	-	OR7G2
19	9226439	-	OR7G1
19	9237626	-	OR7G3
19	9251056	+	ZNF317
19	9296279	+	OR7D2
19	9325542	-	OR7D4
19	9361606	+	OR7E24
19	9420514	-	ZNF699
19	9434448	+	ZNF559
19	9434850	+	ZNF559-ZNF177
19	9435021	+	ZNF177
19	9546254	-	ZNF266
19	9609283	-	ZNF560
19	9649303	-	ZNF426
19	9695209	-	ZNF121
19	9732075	-	ZNF561
19	9731967	+	C19orf82
19	9785776	-	ZNF562
19	9811452	-	ZNF812
19	9903856	-	ZNF846
19	9938492	-	FBXL12
19	9938568	+	UBL5
19	9945933	+	PIN1
19	10047228	-	OLFM2
19	10121147	-	COL5A3
19	10123925	+	RDH8
19	10196798	+	C19orf66
19	10213472	-	ANGPTL6
19	10216899	+	PPAN-P2RY11
19	10216965	+	PPAN
19	10222214	+	P2RY11
19	10230596	-	EIF3G
19	10341962	-	DNMT1
19	10341948	-	S1PR2
19	10362577	+	MRPL4
19	10381511	+	ICAM1
19	10397643	+	ICAM4
19	10400657	+	ICAM5
19	10420556	-	ZGLP1
19	10426691	-	FDX1L
19	10426685	-	CTD-2369P2.10
19	10431354	-	CTD-2369P2.12
19	10444316	-	RAVER1
19	10450499	-	ICAM3
19	10491352	-	TYK2
19	10530797	-	CDC37
19	10527449	+	PDE4A
19	10614417	-	KEAP1
19	10628607	-	S1PR5
19	10654571	+	ATG4D
19	10676713	-	KRI1
19	10679735	-	CDKN2D
19	10697991	-	AP1M2
19	10713133	+	SLC44A2
19	10751715	+	AC011475.1
19	10764937	+	ILF3
19	10812106	+	QTRT1
19	10828755	+	DNM2
19	10946994	-	TMED1
19	10947251	+	C19orf38
19	10982189	+	CARM1
19	11039357	-	YIPF2
19	11039409	+	C19orf52
19	11071598	+	SMARCA4
19	11200038	+	LDLR
19	11266484	-	SPC24
19	11308467	-	KANK2
19	11373157	-	DOCK6
19	11348178	+	C19orf80
19	11406824	+	TSPAN16
19	11456946	-	RAB3D
19	11457194	-	TMEM205
19	11455360	+	CCDC159
19	11466062	+	DKFZP761J1410
19	11485361	+	SWSAP1
19	11495018	-	EPOR
19	11530018	-	RGL3
19	11546603	-	CCDC151
19	11546109	+	PRKCSH
19	11591861	-	ELAVL3
19	11616513	-	CTC-398G3.6
19	11616738	-	ZNF653
19	11639989	-	ECSIT
19	11649532	+	CNN1
19	11670051	-	ELOF1
19	11670189	+	ZNF627
19	11689823	-	ACP5
19	11849824	-	ZNF823
19	11877815	+	ZNF441
19	11908482	+	ZNF491
19	11925099	+	ZNF440
19	11959541	+	ZNF439
19	11998599	+	ZNF69
19	12035883	+	ZNF700
19	12035890	+	ZNF763
19	12035890	+	ZNF763
19	12146556	-	ZNF433
19	12163782	-	CTD-2006C1.10
19	12167127	-	ZNF878
19	12175514	+	ZNF844
19	12203078	+	ZNF788
19	12203078	+	ZNF788
19	12251222	-	ZNF20
19	12267546	-	ZNF625-ZNF20
19	12267546	-	ZNF625
19	12273879	+	ZNF136
19	12405702	-	ZNF44
19	12444534	-	ZNF563
19	12476719	-	ZNF442
19	12512088	-	CTD-3105H18.14
19	12512085	-	ZNF799
19	12551896	-	CTD-3105H18.16
19	12551926	-	ZNF443
19	12595630	-	CTD-3105H18.18
19	12624668	-	ZNF709
19	12662288	-	ZNF709
19	12662356	-	ZNF564
19	12691789	-	CTD-2192J16.20
19	12750912	-	ZNF490
19	12721732	+	ZNF791
19	12759211	-	CTD-2192J16.22
19	12777556	-	MAN2B1
19	12780211	-	CTD-2192J16.24
19	12777614	+	WDR83
19	12782170	-	WDR83OS
19	12792716	-	DHPS
19	12807457	-	FBXW9
19	12834825	-	TNPO2
19	12845589	-	C19orf43
19	12847953	+	ASNA1
19	12862516	+	BEST2
19	12983554	-	HOOK2
19	12902310	+	JUNB
19	12912694	-	PRDX2
19	12917394	+	RNASEH2A
19	12946242	-	RTBDN
19	12944765	+	MAST1
19	12992282	-	DNASE2
19	12997995	-	KLF1
19	13001840	+	GCDH
19	13030090	-	SYCE2
19	13044851	-	FARSA
19	13049392	+	CALR
19	13056669	+	RAD23A
19	13068050	-	GADD45GIP1
19	13075973	+	DAND5
19	13106422	+	NFIX
19	13213975	-	LYL1
19	13228381	-	TRMT1
19	13228917	+	NACC1
19	13261197	-	STX10
19	13261229	+	IER2
19	13734804	-	CACNA1A
19	13842574	+	CCDC130
19	13875346	+	MRI1
19	13884982	+	C19orf53
19	13900972	-	AC008686.1
19	13906274	+	ZSWIM4
19	13972877	+	NANOS3
19	14017265	-	C19orf57
19	14017014	+	CC2D1A
19	14064204	-	PODNL1
19	14063304	+	DCAF15
19	14117851	-	RFX1
19	14138960	+	RLN3
19	14142560	+	IL27RA
19	14169971	-	PALM3
19	14183348	+	hsa-mir-1199
19	14196687	-	C19orf67
19	14201848	-	SAMD1
19	14228896	-	PRKACA
19	14247768	-	ASF1B
19	14316999	-	LPHN1
19	14491313	+	CD97
19	14530192	-	DDX39A
19	14543865	+	PKN1
19	14586174	-	PTGER1
19	14606944	-	GIPC1
19	14640582	-	DNAJB1
19	14627897	+	TECR
19	14682874	-	NDUFB7
19	14693896	+	CLEC17A
19	14800839	-	EMR3
19	14800613	+	ZNF333
19	14834747	+	AC090427.1
19	14889353	-	EMR2
19	14946188	-	OR7A5
19	14911023	-	OR7C1
19	14952689	-	OR7A10
19	14992264	-	OR7A17
19	15052301	+	OR7C2
19	15133802	-	SLC1A6
19	15121556	+	CCDC105
19	15160195	+	CASP14
19	15197791	+	OR1I1
19	15218214	+	SYDE1
19	15236596	-	ILVBL
19	15311792	-	NOTCH3
19	15344246	-	EPHX3
19	15443356	-	BRD4
19	15490609	-	AKAP8
19	15529952	-	AKAP8L
19	15560762	-	WIZ
19	15575382	-	RASAL3
19	15609767	-	PGLYRP2
19	15619304	+	CYP4F22
19	15751707	+	CYP4F3
19	15783567	+	CYP4F12
19	15838834	+	OR10H2
19	15852203	+	OR10H3
19	15904761	+	OR10H5
19	15918936	-	OR10H1
19	16008930	-	CYP4F2
19	16045677	-	CYP4F11
19	16059818	+	OR10H4
19	16177831	+	TPM4
19	16222439	+	RAB8A
19	16244838	+	HSH2D
19	16284336	-	CIB3
19	16296191	+	FAM32A
19	16308389	+	AP1M1
19	16435628	+	KLF2
19	16582896	-	EPS15L1
19	16607003	-	CALR3
19	16739015	-	CTD-3222D19.2
19	16607122	+	C19orf44
19	16653341	-	CHERP
19	16683193	-	SLC35E1
19	16739873	-	MED26
19	16770926	-	CTC-429P9.4
19	16771253	-	SMIM7
19	16771938	+	TMEM38A
19	16830787	+	NWD1
19	16940211	+	SIN3B
19	16999671	+	F2RL3
19	17137625	-	CPAMD8
19	17186435	-	HAUS8
19	17186591	+	MYO9B
19	17326155	+	USE1
19	17337013	+	OCEL1
19	17356749	-	NR2F6
19	17366257	-	AC010646.3
19	17393595	-	USHBP1
19	17378159	+	BABAM1
19	17378227	+	CTD-2278I10.6
19	17392454	+	ANKLE1
19	17421045	-	ABHD8
19	17403418	+	MRPL34
19	17420327	+	DDA1
19	17445638	-	ANO8
19	17445729	+	GTPBP3
19	17488159	-	PLVAP
19	17516457	-	BST2
19	17516531	+	MVB12A
19	17559376	-	TMEM221
19	17571613	-	CTD-2521M24.10
19	17571763	-	NXNL1
19	17579578	+	SLC27A1
19	17622438	+	PGLS
19	17634110	+	FAM129C
19	17666403	+	COLGALT1
19	17799401	-	UNC13A
19	17830051	+	MAP1S
19	17858527	+	FCHO1
19	17905637	+	B3GNT3
19	17932383	-	INSL3
19	17958880	-	JAK3
19	17970685	+	RPL18A
19	17982782	+	SLC5A5
19	18043825	+	CCDC124
19	18062102	+	KCNN1
19	18111941	+	ARRDC2
19	18209754	-	IL12RB1
19	18208603	+	MAST3
19	18263928	+	PIK3R2
19	18263968	+	PIK3R2
19	18283972	+	IFI30
19	18303992	+	MPV17L2
19	18314884	-	RAB3A
19	18366229	-	PDE4C
19	18385319	-	KIAA1683
19	18392432	-	JUND
19	18434084	-	LSM4
19	18451397	+	PGPEP1
19	18485541	+	GDF15
19	18508427	-	LRRC25
19	18529674	+	SSBP4
19	18549111	-	ISYNA1
19	18632937	-	ELL
19	18654887	-	FKBP8
19	18668572	+	KXD1
19	18682540	+	UBA52
19	18718551	-	CRLF1
19	18699495	+	C19orf60
19	18718240	+	TMEM59L
19	18747775	+	KLHL26
19	18794487	+	CRTC1
19	18902123	-	COMP
19	18942747	+	UPF1
19	19007536	-	CERS1
19	19006905	-	GDF1
19	19030206	-	COPE
19	19045206	-	AC002985.3
19	19030484	+	DDX49
19	19052070	-	HOMER3
19	19144832	-	SUGP2
19	19144384	+	ARMC6
19	19174808	+	SLC25A42
19	19249322	-	TMEM161A
19	19302967	-	MEF2BNB-MEF2B
19	19303400	-	MEF2B
19	19303400	-	MEF2BNB
19	19303008	+	RFXANK
19	19314233	-	NR2C2AP
19	19322782	+	NCAN
19	19373605	-	HAPLN4
19	19384200	-	TM6SF2
19	19431653	-	SUGP1
19	19431490	+	MAU2
19	19496635	+	GATAD2A
19	19626838	-	TSSK6
19	19626545	+	NDUFA13
19	19627036	+	YJEFN3
19	19627036	+	CTC-260F20.3
19	19649057	+	CILP2
19	19729725	-	PBX4
19	19739739	-	LPAR2
19	19754476	-	GMIP
19	19774502	-	ATP13A1
19	19779605	+	ZNF101
19	19843906	-	ZNF14
